"Frequency";"S11-Gain (dB)";"S11-Phase (°)"
"2104347826";"-20.573128914510956";"160.04311272121583"
"2105685618";"-20.80423263983021";"153.80859074484644"
"2107023411";"-20.08287381289947";"155.90457765611603"
"2108361204";"-20.778126762357807";"143.8982855044455"
"2109698996";"-20.264121589099947";"144.27191444534859"
"2111036789";"-20.298395767081182";"144.79442292405588"
"2112374581";"-19.780267940898554";"142.02458510272743"
"2113712374";"-19.119708361121706";"139.96321070903545"
"2115050167";"-18.729660470293034";"136.701682073947"
"2116387959";"-18.80185099210715";"133.32689709504496"
"2117725752";"-18.44214897213055";"136.82217527918178"
"2119063545";"-19.154004910911905";"133.27153299002995"
"2120401337";"-17.7733041124184";"130.7262834324865"
"2121739130";"-17.939522343163638";"130.16290746159603"
"2123076923";"-18.7064544915705";"129.93131949050908"
"2124414715";"-18.25819215437341";"127.94593170423633"
"2125752508";"-17.83563506473968";"125.57772016550636"
"2127090300";"-18.233656132719258";"123.79549801453074"
"2128428093";"-18.088217886710794";"119.9663493842693"
"2129765886";"-17.35232436009905";"121.5468967007152"
"2131103678";"-18.330048581404228";"118.40513190681224"
"2132441471";"-17.609205962168698";"119.07032284444973"
"2133779264";"-17.687472993031314";"116.47851277901428"
"2135117056";"-18.025354492230342";"116.2158214341808"
"2136454849";"-17.05870704997277";"116.95158222319237"
"2137792642";"-17.451389019917066";"112.4965622303161"
"2139130434";"-17.720221469270918";"104.53655949231515"
"2140468227";"-17.463831801517834";"107.99792129499598"
"2141806020";"-17.91432359470522";"108.77045017798818"
"2143143812";"-17.59442502419898";"102.26756730381574"
"2144481605";"-17.18699538083859";"99.56837797487788"
"2145819397";"-17.090816643714803";"101.19292587888182"
"2147157190";"-17.888852078328977";"99.76077217985996"
"2148494983";"-17.22693308624582";"98.09996545555924"
"2149832775";"-17.53582386837859";"97.60083350918114"
"2151170568";"-17.603794738890375";"99.15479623131178"
"2152508361";"-17.393130122796215";"96.73719291143567"
"2153846153";"-17.952012670537087";"90.30760197744607"
"2155183946";"-17.288264499702823";"91.1265310849479"
"2156521739";"-17.50944265691777";"90.78463998205339"
"2157859531";"-17.6449566227568";"80.36964725504984"
"2159197324";"-17.46193552275209";"84.68856746118597"
"2160535117";"-17.474015255248997";"80.22319777115705"
"2161872909";"-17.383844367228253";"79.85236540547703"
"2163210702";"-17.21728331304951";"80.0970384614375"
"2164548494";"-18.02395405901429";"75.67513986902779"
"2165886287";"-17.68835892876339";"71.64797187703687"
"2167224080";"-17.608958730491008";"66.81931333538286"
"2168561872";"-17.077776121144765";"71.09261617999648"
"2169899665";"-17.296577300475";"71.55854194692202"
"2171237458";"-17.93977763060586";"65.32720812746742"
"2172575250";"-17.102571083754473";"65.47523931755848"
"2173913043";"-17.24947515121144";"63.26244169531401"
"2175250836";"-17.79843284730207";"64.23314437365322"
"2176588628";"-17.55576011504774";"56.26001080874259"
"2177926421";"-16.964881775520908";"57.38185965272773"
"2179264214";"-17.630992544206702";"55.87903305362255"
"2180602006";"-16.762706631405013";"54.66750418314592"
"2181939799";"-16.553472448236967";"52.22829423586408"
"2183277591";"-16.966852058234544";"48.573866734668556"
"2184615384";"-16.972957386491313";"46.44139551354703"
"2185953177";"-16.471968146292998";"46.22910473485784"
"2187290969";"-16.98512779484025";"45.389985668712804"
"2188628762";"-16.352276615535725";"44.60760869925068"
"2189966555";"-16.863659027099484";"47.08228296000547"
"2191304347";"-16.06304137837403";"41.0273936609931"
"2192642140";"-16.21217629103166";"40.028788173852696"
"2193979933";"-15.75230238500142";"39.65726330326506"
"2195317725";"-16.21745217628392";"38.81276090319567"
"2196655518";"-16.232193744731944";"35.95592963056229"
"2197993311";"-16.468411514679843";"38.59066819923133"
"2199331103";"-16.341353779570586";"35.312331043120295"
"2200668896";"-16.34199549790017";"31.698961730870277"
"2202006688";"-16.32278765136706";"34.60190306768711"
"2203344481";"-15.86521215713966";"33.57237886537611"
"2204682274";"-16.159140660804102";"30.770804479349334"
"2206020066";"-15.694463385811389";"27.42610518820645"
"2207357859";"-16.01980365896687";"27.860372252855953"
"2208695652";"-15.89734521782449";"27.774708253836124"
"2210033444";"-16.182285324969396";"26.471124264940592"
"2211371237";"-16.13149704182819";"22.973627387965166"
"2212709030";"-16.456554003843493";"24.746589825503165"
"2214046822";"-15.385319219520008";"22.46529839561964"
"2215384615";"-15.965738332352746";"23.081678441930624"
"2216722408";"-15.849972706731181";"23.955585427693233"
"2218060200";"-15.813325803545698";"21.320237605962213"
"2219397993";"-16.010108665812737";"23.42758570963496"
"2220735785";"-16.298213969139056";"19.74748699476513"
"2222073578";"-16.241347098303173";"18.288118589357122"
"2223411371";"-15.907999692500422";"19.131226561587397"
"2224749163";"-16.59608221021528";"15.754948807245269"
"2226086956";"-15.721699512362182";"20.73798277369458"
"2227424749";"-16.210800260861436";"13.387517240614567"
"2228762541";"-16.142302980922175";"9.137095401040533"
"2230100334";"-16.388899812660725";"7.882571978226956"
"2231438127";"-16.67876939785003";"6.3910146575941065"
"2232775919";"-16.6363382261343";"11.37784985307536"
"2234113712";"-17.57631437571173";"7.433601332842576"
"2235451504";"-16.758767754059857";"9.47114495160491"
"2236789297";"-17.66789170653081";"5.382325181505912"
"2238127090";"-16.98986730492486";"1.0568570209750892"
"2239464882";"-16.826216927624614";"0.44880620944971744"
"2240802675";"-17.636891917342183";"3.528868806129126"
"2242140468";"-16.862768359110667";"2.759017453529647"
"2243478260";"-17.197496477398573";"4.099656926816841"
"2244816053";"-17.813561263782507";"-1.7450691834214975"
"2246153846";"-17.297149627796703";"-2.1579828344568655"
"2247491638";"-17.02272736378334";"-3.763707834221759"
"2248829431";"-17.56197324596537";"-3.702741564935236"
"2250167224";"-17.689417873911843";"-6.633018567231205"
"2251505016";"-17.55598224915612";"-7.1524203642027295"
"2252842809";"-17.34497327910502";"-6.377237188737487"
"2254180601";"-17.48326592415715";"-16.751159887325294"
"2255518394";"-17.846870817244373";"-8.710074633436122"
"2256856187";"-17.29518641686005";"-14.642367375198376"
"2258193979";"-17.671420257655626";"-12.598037966637087"
"2259531772";"-17.448485103924003";"-18.182144900916875"
"2260869565";"-17.679230910054105";"-19.641010067623593"
"2262207357";"-18.5234674355859";"-19.756522265846417"
"2263545150";"-17.691826827309526";"-24.802505123735056"
"2264882943";"-17.08674074110389";"-18.300351912796827"
"2266220735";"-17.914308405568537";"-24.27280788930605"
"2267558528";"-17.83770217098654";"-26.57405597147896"
"2268896321";"-17.58850367913538";"-23.602264809043078"
"2270234113";"-18.085974955759788";"-31.60092887410304"
"2271571906";"-17.322807859950846";"-27.282304338773436"
"2272909698";"-17.399453109442465";"-30.337513362974764"
"2274247491";"-17.19766607259524";"-32.177925967638636"
"2275585284";"-17.953787237795233";"-33.08333024947302"
"2276923076";"-17.055890840598764";"-25.547566281614394"
"2278260869";"-17.1081924649355";"-30.038398686780287"
"2279598662";"-17.215425204542704";"-31.04571229748866"
"2280936454";"-17.10940693623747";"-36.20960257466335"
"2282274247";"-17.71014485067282";"-33.38112196775884"
"2283612040";"-16.88194902281719";"-32.91079678973426"
"2284949832";"-17.485824552179693";"-36.08099082696902"
"2286287625";"-17.211407448776242";"-36.577067667429134"
"2287625418";"-17.060653202336905";"-38.34834668157896"
"2288963210";"-16.75557889957468";"-34.38423280816513"
"2290301003";"-16.698566774103682";"-36.90647091617076"
"2291638795";"-17.659993296352667";"-41.03137019643551"
"2292976588";"-17.466222889995233";"-40.04377888519854"
"2294314381";"-17.89674027720708";"-39.265089347707026"
"2295652173";"-17.031214326345246";"-39.153564910544006"
"2296989966";"-17.120507425603243";"-42.00649192229946"
"2298327759";"-17.45894042726849";"-44.100254477006246"
"2299665551";"-17.776815780958447";"-42.63235778469895"
"2301003344";"-16.93842875171378";"-42.09294182286785"
"2302341137";"-18.177651707223497";"-43.96346960604381"
"2303678929";"-17.610699633993985";"-42.82646105671244"
"2305016722";"-17.311015685233293";"-44.49413863277383"
"2306354515";"-17.514547882047314";"-46.80806393373684"
"2307692307";"-18.128351363383363";"-37.91143968192628"
"2309030100";"-17.80449867979566";"-47.6033126715364"
"2310367892";"-17.797047436587324";"-46.516587349393376"
"2311705685";"-17.159394946011947";"-45.234263700885144"
"2313043478";"-17.785178569932857";"-51.43244124667232"
"2314381270";"-17.595316314224306";"-44.08685368079745"
"2315719063";"-17.51718347655393";"-48.4535613340732"
"2317056856";"-17.792530250811037";"-48.91269789325407"
"2318394648";"-17.91947640285892";"-51.075633470925496"
"2319732441";"-17.73311581909201";"-46.68603463347878"
"2321070234";"-18.42340588280443";"-50.73263780694613"
"2322408026";"-19.116186979497037";"-54.19643830177654"
"2323745819";"-17.60674857428067";"-53.34845105057499"
"2325083612";"-18.184018613624755";"-57.53052720451024"
"2326421404";"-18.438830177494733";"-57.358978089588206"
"2327759197";"-18.386221127503084";"-55.28884230602601"
"2329096989";"-18.728514610516235";"-57.811830038767575"
"2330434782";"-18.62697323322633";"-59.51080029063912"
"2331772575";"-18.880108949973287";"-55.47465081864365"
"2333110367";"-18.705637766553032";"-64.95902150911247"
"2334448160";"-19.21071002237545";"-63.58448625597131"
"2335785953";"-19.846530267911906";"-64.4941502101183"
"2337123745";"-19.36483524182672";"-60.10049055956526"
"2338461538";"-19.35242351957219";"-72.37916618017091"
"2339799331";"-20.406477310841353";"-72.44042258842784"
"2341137123";"-19.993895172878645";"-77.10647002643067"
"2342474916";"-20.398448939052926";"-71.52861880365575"
"2343812708";"-19.73841576869344";"-80.66981504654727"
"2345150501";"-20.148697330280193";"-69.80204388730562"
"2346488294";"-20.72388485471429";"-76.27551700201808"
"2347826086";"-21.02838718322876";"-81.6057269947038"
"2349163879";"-20.694674469256782";"-77.99192863677611"
"2350501672";"-20.61521283812885";"-78.83527569484198"
"2351839464";"-19.485691709576233";"-87.85552978227713"
"2353177257";"-20.742979911768003";"-84.56676364257882"
"2354515050";"-21.342723314116128";"-84.50827237481994"
"2355852842";"-20.255397025080953";"-89.7988441533163"
"2357190635";"-19.128148626074378";"-88.4438414277317"
"2358528428";"-20.20947870565933";"-99.47780738850065"
"2359866220";"-20.089404075084197";"-95.90704853713716"
"2361204013";"-19.817198326871434";"-99.64594309985505"
"2362541805";"-19.4103202168506";"-97.10055191897924"
"2363879598";"-20.35186104278413";"-94.56938566567581"
"2365217391";"-18.813074889321676";"-96.98973632688906"
"2366555183";"-19.785827133040968";"-105.82636204836295"
"2367892976";"-19.134671659716183";"-104.1384347980997"
"2369230769";"-19.649657242593698";"-105.74414885781624"
"2370568561";"-18.866471634082775";"-108.38260151717385"
"2371906354";"-19.648256336519125";"-103.9151432922126"
"2373244147";"-19.076425019610184";"-107.69986374887499"
"2374581939";"-18.57561540247223";"-105.52161775756294"
"2375919732";"-19.458375683028436";"-113.85432384373183"
"2377257525";"-19.568467136425248";"-108.40800342959636"
"2378595317";"-19.8995129942659";"-112.83003062538413"
"2379933110";"-18.8640466539971";"-114.62889264936665"
"2381270902";"-18.776882989732393";"-110.88892008892758"
"2382608695";"-18.159700001696265";"-116.58587215263343"
"2383946488";"-18.442078507346093";"-122.5893945008415"
"2385284280";"-18.306612082122513";"-114.54654836046298"
"2386622073";"-18.327565712214057";"-115.38154623766805"
"2387959866";"-18.991211018349663";"-118.970711996609"
"2389297658";"-17.78178499693031";"-121.97043729671418"
"2390635451";"-17.389872711350066";"-119.15266773582675"
"2391973244";"-17.551067277979463";"-123.03615086395446"
"2393311036";"-17.783276611092237";"-121.81252218150787"
"2394648829";"-17.96062525299118";"-126.51204682487466"
"2395986622";"-17.405927541699512";"-124.72530838218364"
"2397324414";"-17.013740654131652";"-123.76006209967122"
"2398662207";"-17.94587887516367";"-126.34135586382259"
"2.4e+09";"-16.951546781564435";"-125.15602708608338"
