"Freq [GHz]","dB(S(1,1)) []"
2.10333333333333,-23.2986176093584
2.104,-23.2769207142811
2.10466666666667,-23.2540751397122
2.10533333333333,-23.2300998831878
2.106,-23.2050146235142
2.10666666666667,-23.1788396717013
2.10733333333333,-23.1515959214698
2.108,-23.1233047995587
2.10866666666667,-23.09398821605
2.10933333333333,-23.0636685149202
2.11,-23.0323684250145
2.11066666666667,-23.0001110116312
2.11133333333333,-22.9669196288899
2.112,-22.9328178730444
2.11266666666667,-22.8978295368871
2.11333333333333,-22.8619785653801
2.114,-22.8252890126302
2.11466666666667,-22.7877850003165
2.11533333333333,-22.7494906776598
2.116,-22.7104301830138
2.11666666666667,-22.6706276071414
2.11733333333333,-22.6301069582298
2.118,-22.588892128683
2.11866666666667,-22.5470068637198
2.11933333333333,-22.5044747317939
2.12,-22.4613190968432
2.12066666666667,-22.4175630923643
2.12133333333333,-22.3732295972998
2.122,-22.3283412137191
2.12266666666667,-22.2829202462631
2.12333333333333,-22.2369886833198
2.124,-22.1905681798895
2.12466666666667,-22.1436800420944
2.12533333333333,-22.0963452132821
2.126,-22.0485842616696
2.12666666666667,-22.0004173694706
2.12733333333333,-21.951864323446
2.128,-21.9029445068172
2.12866666666667,-21.853676892478
2.12933333333333,-21.8040800374421
2.13,-21.7541720784612
2.13066666666667,-21.7039707287497
2.13133333333333,-21.6534932757512
2.132,-21.6027565798839
2.13266666666667,-21.5517770742019
2.13333333333333,-21.5005707649109
2.134,-21.4491532326785
2.13466666666667,-21.3975396346803
2.13533333333333,-21.3457447073257
2.136,-21.2937827696073
2.13666666666667,-21.2416677270238
2.13733333333333,-21.1894130760221
2.138,-21.1370319089131
2.13866666666667,-21.0845369192138
2.13933333333333,-21.0319404073705
2.14,-20.9792542868234
2.14066666666667,-20.9264900903714
2.14133333333333,-20.8736589767994
2.142,-20.8207717377344
2.14266666666667,-20.7678388046955
2.14333333333333,-20.7148702563078
2.144,-20.6618758256508
2.14466666666667,-20.6088649077137
2.14533333333333,-20.5558465669338
2.146,-20.5028295447925
2.14666666666667,-20.4498222674497
2.14733333333333,-20.3968328533946
2.148,-20.3438691210953
2.14866666666667,-20.2909385966312
2.14933333333333,-20.238048521291
2.15,-20.185205859125
2.15066666666667,-20.1324173044354
2.15133333333333,-20.079689289197
2.152,-20.0270279903951
2.15266666666667,-19.9744393372729
2.15333333333333,-19.9219290184794
2.154,-19.8695024891121
2.15466666666667,-19.8171649776449
2.15533333333333,-19.7649214927401
2.156,-19.7127768299363
2.15666666666667,-19.6607355782092
2.15733333333333,-19.6088021264027
2.158,-19.556980669527
2.15866666666667,-19.5052752149207
2.15933333333333,-19.4536895882773
2.16,-19.4022274395324
2.16066666666667,-19.3508922486135
2.16133333333333,-19.2996873310491
2.162,-19.2486158434408
2.16266666666667,-19.1976807887947
2.16333333333333,-19.1468850217161
2.164,-19.0962312534665
2.16466666666667,-19.0457220568852
2.16533333333333,-18.9953598711754
2.166,-18.9451470065588
2.16666666666667,-18.8950856487975
2.16733333333333,-18.8451778635872
2.168,-18.7954256008237
2.16866666666667,-18.7458306987431
2.16933333333333,-18.6963948879401
2.17,-18.6471197952649
2.17066666666667,-18.5980069476027
2.17133333333333,-18.5490577755364
2.172,-18.5002736168974
2.17266666666667,-18.4516557202041
2.17333333333333,-18.4032052479935
2.174,-18.3549232800463
2.17466666666667,-18.306810816509
2.17533333333333,-18.2588687809162
2.176,-18.211098023114
2.17666666666667,-18.1634993220881
2.17733333333333,-18.1160733886997
2.178,-18.0688208683305
2.17866666666667,-18.0217423434393
2.17933333333333,-17.9748383360343
2.18,-17.9281093100612
2.18066666666667,-17.8815556737117
2.18133333333333,-17.835177781652
2.182,-17.7889759371779
2.18266666666667,-17.7429503942932
2.18333333333333,-17.6971013597187
2.184,-17.6514289948306
2.18466666666667,-17.6059334175324
2.18533333333333,-17.5606147040613
2.186,-17.515472890731
2.18666666666667,-17.470507975614
2.18733333333333,-17.4257199201645
2.188,-17.3811086507837
2.18866666666667,-17.3366740603298
2.18933333333333,-17.292416009574
2.19,-17.2483343286049
2.19066666666667,-17.2044288181822
2.19133333333333,-17.1606992510423
2.192,-17.1171453731562
2.19266666666667,-17.0737669049423
2.19333333333333,-17.0305635424355
2.194,-16.9875349584131
2.19466666666667,-16.9446808034802
2.19533333333333,-16.9020007071152
2.196,-16.8594942786772
2.19666666666667,-16.8171611083758
2.19733333333333,-16.7750007682057
2.198,-16.7330128128464
2.19866666666667,-16.6911967805289
2.19933333333333,-16.6495521938695
2.2,-16.6080785606734
2.20066666666667,-16.5667753747074
2.20133333333333,-16.525642116444
2.202,-16.4846782537778
2.20266666666667,-16.4438832427141
2.20333333333333,-16.4032565280324
2.204,-16.3627975439238
2.20466666666667,-16.3225057146048
2.20533333333333,-16.2823804549074
2.206,-16.2424211708465
2.20666666666667,-16.2026272601659
2.20733333333333,-16.1629981128627
2.208,-16.1235331116921
2.20866666666667,-16.0842316326515
2.20933333333333,-16.0450930454474
2.21,-16.0061167139424
2.21066666666667,-15.9673019965859
2.21133333333333,-15.9286482468269
2.212,-15.8901548135114
2.21266666666667,-15.8518210412632
2.21333333333333,-15.8136462708502
2.214,-15.7756298395358
2.21466666666667,-15.7377710814157
2.21533333333333,-15.7000693277423
2.216,-15.6625239072345
2.21666666666667,-15.6251341463763
2.21733333333333,-15.587899369702
2.218,-15.5508189000704
2.21866666666667,-15.5138920589276
2.21933333333333,-15.4771181665583
2.22,-15.4404965423277
2.22066666666667,-15.404026504912
2.22133333333333,-15.36770737252
2.222,-15.3315384631051
2.22266666666667,-15.295519094568
2.22333333333333,-15.2596485849508
2.224,-15.2239262526229
2.22466666666667,-15.1883514164585
2.22533333333333,-15.1529233960062
2.226,-15.1176415116515
2.22666666666667,-15.0825050847718
2.22733333333333,-15.0475134378842
2.228,-15.0126658947869
2.22866666666667,-14.9779617806941
2.22933333333333,-14.9434004223644
2.23,-14.9089811482235
2.23066666666667,-14.8747032884809
2.23133333333333,-14.8405661752409
2.232,-14.806569142609
2.23266666666667,-14.7727115267919
2.23333333333333,-14.7389926661933
2.234,-14.7054119015054
2.23466666666667,-14.6719685757942
2.23533333333333,-14.6386620345822
2.236,-14.6054916259255
2.23666666666667,-14.5724567004874
2.23733333333333,-14.5395566116078
2.238,-14.5067907153691
2.23866666666667,-14.474158370658
2.23933333333333,-14.441658939224
2.24,-14.4092917857347
2.24066666666667,-14.3770562778275
2.24133333333333,-14.3449517861583
2.242,-14.3129776844472
2.24266666666667,-14.2811333495215
2.24333333333333,-14.2494181613552
2.244,-14.2178315031067
2.24466666666667,-14.1863727611535
2.24533333333333,-14.1550413251243
2.246,-14.123836587929
2.24666666666667,-14.092757945786
2.24733333333333,-14.0618047982479
2.248,-14.0309765482246
2.24866666666667,-14.0002726020046
2.24933333333333,-13.9696923692741
2.25,-13.9392352631345
2.25066666666667,-13.9089007001181
2.25133333333333,-13.8786881002015
2.252,-13.8485968868187
2.25266666666667,-13.8186264868708
2.25333333333333,-13.7887763307355
2.254,-13.7590458522749
2.25466666666667,-13.7294344888411
2.25533333333333,-13.699941681282
2.256,-13.6705668739438
2.25666666666667,-13.6413095146744
2.25733333333333,-13.6121690548238
2.258,-13.5831449492442
2.25866666666667,-13.5542366562895
2.25933333333333,-13.5254436378125
2.26,-13.4967653591621
2.26066666666667,-13.4682012891794
2.26133333333333,-13.4397509001924
2.262,-13.4114136680102
2.26266666666667,-13.3831890719165
2.26333333333333,-13.3550765946621
2.264,-13.3270757224566
2.26466666666667,-13.2991859449591
2.26533333333333,-13.2714067552692
2.266,-13.2437376499161
2.26666666666667,-13.2161781288481
2.26733333333333,-13.1887276954205
2.268,-13.1613858563841
2.26866666666667,-13.1341521218719
2.26933333333333,-13.1070260053865
2.27,-13.0800070237858
2.27066666666667,-13.0530946972695
2.27133333333333,-13.0262885493639
2.272,-12.9995881069072
2.27266666666667,-12.9729929000343
2.27333333333333,-12.9465024621603
2.274,-12.920116329965
2.27466666666667,-12.8938340433762
2.27533333333333,-12.8676551455527
2.276,-12.8415791828675
2.27666666666667,-12.8156057048901
2.27733333333333,-12.789734264369
2.278,-12.7639644172137
2.27866666666667,-12.7382957224768
2.27933333333333,-12.7127277423352
2.28,-12.6872600420718
2.28066666666667,-12.6618921900567
2.28133333333333,-12.636623757728
2.282,-12.6114543195733
2.28266666666667,-12.5863834531098
2.28333333333333,-12.5614107388649
2.284,-12.5365357603573
2.28466666666667,-12.5117581040767
2.28533333333333,-12.4870773594641
2.286,-12.4624931188925
2.28666666666667,-12.4380049776462
2.28733333333333,-12.4136125339011
2.288,-12.3893153887048
2.28866666666667,-12.3651131459561
2.28933333333333,-12.341005412385
2.29,-12.3169917975322
2.29066666666667,-12.2930719137292
2.29133333333333,-12.2692453760776
2.292,-12.2455118024288
2.29266666666667,-12.2218708133638
2.29333333333333,-12.1983220321729
2.294,-12.1748650848348
2.29466666666667,-12.1514995999969
2.29533333333333,-12.1282252089545
2.296,-12.1050415456305
2.29666666666667,-12.0819482465553
2.29733333333333,-12.058944950846
2.298,-12.0360313001867
2.29866666666667,-12.0132069388078
2.29933333333333,-11.9904715134662
2.3,-11.9678246734246
